Title1,Title_URL1,inlineblock1,textxs1,prxs1,plxs1,mrmd2,mrm1,capitalize1,capitaliz1,button_URL1,button1,Title,Title_URL,inlineblock,textxs,prxs,plxs,mrmd,mrmd1,capitalize,capitalize2,button_URL,button
Aurora Chem Haze,https://www.leafly.com/strains/aurora-chem-haze,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Strawberry Durban Diesel,https://www.leafly.com/strains/strawberry-durban-diesel,Sativa,aka Durban Diesel,4.5,(8),THC 20%,CBG 1%,Focused,Myrcene,,,,,,,,,,,,,,
Fire Alien Strawberry,https://www.leafly.com/strains/fire-alien-strawberry,Hybrid,,4.0,(5),THC 23%,CBD 0%,Hungry,Pinene,,,,,,,,,,,,,,
Berry Blossom,https://www.leafly.com/strains/berry-blossom,Hybrid,,5.0,(2),THC 12%,CBD 0%,,Caryophyllene,,,,,,,,,,,,,,
The Gift,https://www.leafly.com/strains/the-gift,Hybrid,aka RG8,4.9,(10),THC 15%,CBD 0%,Aroused,Limonene,,,,,,,,,,,,,,
Katana Kush,https://www.leafly.com/strains/katana-kush,Hybrid,,4.3,(3),THC 17%,CBD 0%,Uplifted,Pinene,,,,,,,,,,,,,,
Lime Diesel,https://www.leafly.com/strains/lime-diesel,Hybrid,,4.5,(2),THC —,CBD —,Tingly,,,,,,,,,,,,,,,
California Black Roze,https://www.leafly.com/strains/california-black-roze,Hybrid,,4.0,(1),THC —,CBD —,,,,,,,,,,,,,,,,
Marcosus Marshmellow,https://www.leafly.com/strains/marcosus-marshmellow,Hybrid,,4.1,(14),THC —,CBD —,Euphoric,,,,,,,,,,,,,,,
Dark Blue Dream,https://www.leafly.com/strains/dark-blue-dream,Hybrid,,4.4,(70),THC 19%,CBD 0%,Giggly,Myrcene,,,,,,,,,,,,,,
Sour Oranges,https://www.leafly.com/strains/sour-oranges,Hybrid,aka Sour Orange,4.7,(3),THC 16%,CBG 1%,Talkative,Myrcene,,,,,,,,,,,,,,
Pineapple Preserves,https://www.leafly.com/strains/pineapple-preserves,Hybrid,,4.5,(2),THC 20%,CBG 1%,,Myrcene,,,,,,,,,,,,,,
Pine Tree OG,https://www.leafly.com/strains/pine-tree-og,,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Connie Chung,https://www.leafly.com/strains/connie-chung,Hybrid,,4.1,(81),THC —,CBD —,Sleepy,,,,,,,,,,,,,,,
Super Sweet,https://www.leafly.com/strains/super-sweet,Hybrid,,4.7,(57),THC —,CBD —,Giggly,,,,,,,,,,,,,,,
NightFire OG,https://www.leafly.com/strains/nightfire-og,Sativa,,4.2,(39),THC 20%,CBG 1%,Energetic,Myrcene,,,,,,,,,,,,,,
Jock Horror,https://www.leafly.com/strains/jock-horror,Sativa,,3.9,(24),THC —,CBD —,Aroused,,,,,,,,,,,,,,,
Katsu,https://www.leafly.com/strains/katsu-kush,Indica,aka Katsu Kush,4.2,(46),THC 20%,CBD 0%,Sleepy,Pinene,,,,,,,,,,,,,,
Liquid Butter,https://www.leafly.com/strains/liquid-butter,Indica,,4.4,(59),THC 22%,CBD 0%,Sleepy,Myrcene,,,,,,,,,,,,,,
Nitrous,https://www.leafly.com/strains/nitrous,,,4.3,(3),THC —,CBD —,Tingly,,,,,,,,,,,,,,,
309 OG,https://www.leafly.com/strains/309-og,Hybrid,,4.5,(2),THC —,CBD —,Relaxed,,,,,,,,,,,,,,,
Chardonnay,https://www.leafly.com/strains/chardonnay,Hybrid,,4.7,(3),THC —,CBD —,Sleepy,,,,,,,,,,,,,,,
Blue Nightmare,https://www.leafly.com/strains/blue-nightmare,Hybrid,,4.6,(50),THC —,CBD —,Giggly,,,,,,,,,,,,,,,
Purple AK-47,https://www.leafly.com/strains/purple-ak-47,Hybrid,,4.1,(74),THC —,CBD —,Sleepy,,,,,,,,,,,,,,,
Voodoo Child,https://www.leafly.com/strains/voodoo-child,Hybrid,,4.7,(3),THC 23%,CBG 1%,Hungry,Myrcene,,,,,,,,,,,,,,
CBD OG,https://www.leafly.com/strains/cbd-og,Hybrid,,4.8,(8),CBD 12%,THC 7%,Tingly,Myrcene,,,,,,,,,,,,,,
The Grape Gatsby,https://www.leafly.com/strains/the-grape-gatsby,,,4.3,(6),THC —,CBD —,Tingly,,,,,,,,,,,,,,,
Abracadabra,https://www.leafly.com/strains/abracadabra,Hybrid,"aka Abbacadabra, Abra Cadabra",4.5,(2),THC —,CBD —,Tingly,,,,,,,,,,,,,,,
Humdinger OG,https://www.leafly.com/strains/humdinger-og,Indica,,4.3,(6),THC —,CBD —,Relaxed,,,,,,,,,,,,,,,
Super G,https://www.leafly.com/strains/super-g,Sativa,,4.6,(8),THC —,CBD —,Creative,,,,,,,,,,,,,,,
Star Master Kush,https://www.leafly.com/strains/star-master-kush,Indica,aka SMK,4.8,(20),THC 20%,CBG 1%,Sleepy,Myrcene,,,,,,,,,,,,,,
Emerald Jack,https://www.leafly.com/strains/emerald-jack,Sativa,,4.4,(84),THC 16%,CBG 1%,Energetic,Caryophyllene,,,,,,,,,,,,,,
Silver Cheese,https://www.leafly.com/strains/silver-cheese,Hybrid,,4.2,(9),THC —,CBD —,Euphoric,,,,,,,,,,,,,,,
Fall ‘97,https://www.leafly.com/strains/fall-97,Hybrid,,4.2,(5),THC —,CBD —,,,,,,,,,,,,,,,,
Cali Jack,https://www.leafly.com/strains/cali-jack,Hybrid,,4.6,(8),THC 21%,CBG 2%,Creative,Terpinolene,,,,,,,,,,,,,,
Ice Princess,https://www.leafly.com/strains/ice-princess,Hybrid,,4.7,(3),THC —,CBD —,Uplifted,,,,,,,,,,,,,,,
Hawaiian Mayan Gold,https://www.leafly.com/strains/hawaiian-mayan-gold,Sativa,,4.8,(13),THC —,CBD —,Energetic,,,,,,,,,,,,,,,
Zoinks,https://www.leafly.com/strains/zoinks,Hybrid,aka Zoinks!,5.0,(1),THC —,CBD —,Tingly,,,,,,,,,,,,,,,
White Choco Haze,https://www.leafly.com/strains/white-choco-haze,Sativa,,4.5,(2),THC —,CBD —,Creative,,,,,,,,,,,,,,,
Lemon Stilton,https://www.leafly.com/strains/lemon-stilton,,,4.8,(12),THC —,CBD —,Hungry,,,,,,,,,,,,,,,
Double Stuffed Sorbet,https://www.leafly.com/strains/double-stuffed-sorbet,Hybrid,,4.9,(7),THC —,CBD —,Giggly,,,,,,,,,,,,,,,
K-Train,https://www.leafly.com/strains/k-train,Indica,,4.5,(36),THC —,CBD —,Euphoric,,,,,,,,,,,,,,,
OG Critical,https://www.leafly.com/strains/og-critical,Hybrid,aka Critical OG,,,THC —,CBD —,,,,,,,,,,,,,,,,
Jane Doe,https://www.leafly.com/strains/jane-doe,Hybrid,,4.5,(13),THC 20%,CBG 1%,Tingly,Limonene,,,,,,,,,,,,,,
Budzilla,https://www.leafly.com/strains/budzilla,Hybrid,,4.5,(4),THC —,CBD —,Tingly,,,,,,,,,,,,,,,
South Asian Indica,https://www.leafly.com/strains/south-asian,Indica,,4.4,(5),THC —,CBD —,Talkative,,,,,,,,,,,,,,,
Ripped Bubba,https://www.leafly.com/strains/ripped-bubba,Hybrid,aka Ripped Bubba Kush,4.2,(80),THC 16%,CBD 0%,Creative,Terpinolene,,,,,,,,,,,,,,
Mexican Kush,https://www.leafly.com/strains/mexican-kush,Hybrid,,4.7,(3),THC —,CBD —,Relaxed,,,,,,,,,,,,,,,
Grape Gobstopper Kush,https://www.leafly.com/strains/grape-gobstopper-kush,Hybrid,,5.0,(1),THC —,CBD —,Talkative,,,,,,,,,,,,,,,
Obi Wan OG,https://www.leafly.com/strains/obi-wan-og,Hybrid,,5.0,(1),THC 21%,CBG 1%,Happy,Myrcene,,,,,,,,,,,,,,
Miss X,https://www.leafly.com/strains/miss-x,Hybrid,,5.0,(3),THC —,CBD —,Aroused,,,,,,,,,,,,,,,
Atlantic Kush,https://www.leafly.com/strains/atlantic-kush,Hybrid,,5.0,(3),THC —,CBD —,,,,,,,,,,,,,,,,
Abomination,https://www.leafly.com/strains/abomination,Hybrid,,4.6,(8),THC 30%,CBG 1%,Focused,Limonene,,,,,,,,,,,,,,
Vice City,https://www.leafly.com/strains/vice-city,Hybrid,,,,THC 19%,CBG 1%,,Myrcene,,,,,,,,,,,,,,
Sunset Strip,https://www.leafly.com/strains/sunset-strip,Hybrid,,4.6,(5),THC 14%,CBD 0%,Talkative,Caryophyllene,,,,,,,,,,,,,,
Pan Jam,https://www.leafly.com/strains/pan-jam,Hybrid,,5.0,(1),THC —,CBD —,Giggly,,,,,,,,,,,,,,,
Limonata,https://www.leafly.com/strains/limonata,,,5.0,(4),THC 20%,CBG 2%,Energetic,Terpinolene,,,,,,,,,,,,,,
African Orange Glue,https://www.leafly.com/strains/african-orange-glue,Hybrid,,,,THC 16%,CBG 1%,,Myrcene,,,,,,,,,,,,,,
Citrus Funk,https://www.leafly.com/strains/citrus-funk,,,4.3,(4),THC 26%,CBG 1%,Talkative,Myrcene,,,,,,,,,,,,,,
Huckleberry Diesel,https://www.leafly.com/strains/huckleberry-diesel,Hybrid,,4.4,(12),THC 22%,CBG 1%,Aroused,Limonene,,,,,,,,,,,,,,
Kiss,https://www.leafly.com/strains/kiss,Hybrid,aka Queso,4.2,(11),THC 16%,CBG 2%,Hungry,Myrcene,,,,,,,,,,,,,,
Dozizoz,https://www.leafly.com/strains/dozizoz,,,4.3,(3),THC 26%,CBG 2%,Hungry,Limonene,,,,,,,,,,,,,,
Pink Taco,https://www.leafly.com/strains/pink-taco,Hybrid,,4.5,(6),THC 23%,CBG 1%,Sleepy,Limonene,,,,,,,,,,,,,,
Congolese Kush,https://www.leafly.com/strains/congolese-kush,Hybrid,aka Congo Kush,4.5,(6),THC —,CBD —,Creative,,,,,,,,,,,,,,,
Industrial Plant,https://www.leafly.com/strains/industrial-plant,Hybrid,,4.3,(18),THC —,CBD —,Energetic,,,,,,,,,,,,,,,
Bubba x Skunk,https://www.leafly.com/strains/bubba-x-skunk,Hybrid,,5.0,(7),THC —,CBD —,Tingly,,,,,,,,,,,,,,,
Grape Smuggler,https://www.leafly.com/strains/grape-smuggler,Hybrid,,5.0,(2),THC 16%,CBG 1%,Sleepy,Caryophyllene,,,,,,,,,,,,,,
Bandana,https://www.leafly.com/strains/bandana,Hybrid,aka Bandana OG,4.3,(9),THC 13%,CBD 0%,Euphoric,Limonene,,,,,,,,,,,,,,
Godfather Purple Kush,https://www.leafly.com/strains/godfather-purple-kush,Indica,,4.4,(22),THC —,CBD —,Tingly,,,,,,,,,,,,,,,
Webster,https://www.leafly.com/strains/webster,Sativa,,4.3,(10),THC 20%,CBG 1%,Aroused,Terpinolene,,,,,,,,,,,,,,
Delicious Candy,https://www.leafly.com/strains/delicious-candy,Hybrid,,4.3,(12),THC —,CBD —,Uplifted,,,,,,,,,,,,,,,
Doc Brownie,https://www.leafly.com/strains/doc-brownie,Hybrid,,3.7,(3),THC —,CBD —,Uplifted,,,,,,,,,,,,,,,
Trash,https://www.leafly.com/strains/trash,Hybrid,,4.7,(11),THC —,CBD —,Focused,,,,,,,,,,,,,,,
Misty Kush,https://www.leafly.com/strains/misty-kush,Indica,aka Misty,4.5,(29),THC 10%,CBD 0%,Happy,Myrcene,,,,,,,,,,,,,,
Chloe,https://www.leafly.com/strains/chloe,Hybrid,,4.9,(38),THC —,CBD —,Energetic,,,,,,,,,,,,,,,
Pine Cone,https://www.leafly.com/strains/pine-cone,Hybrid,,4.7,(7),THC —,CBD —,Tingly,,,,,,,,,,,,,,,
Pink #1,https://www.leafly.com/strains/pink-1,,,4.5,(2),THC 17%,CBG 1%,Euphoric,Myrcene,,,,,,,,,,,,,,
Pure Love,https://www.leafly.com/strains/pure-love,Indica,,4.7,(23),THC —,CBD —,Hungry,,,,,,,,,,,,,,,
Morning Star,https://www.leafly.com/strains/morning-star,Hybrid,,4.3,(26),THC —,CBD —,Uplifted,,,,,,,,,,,,,,,
Omega,https://www.leafly.com/strains/omega,Hybrid,,4.8,(32),THC —,CBD —,Tingly,,,,,,,,,,,,,,,
Tree of Life,https://www.leafly.com/strains/tree-of-life,Hybrid,,4.9,(14),THC 15%,CBD 0%,Creative,Terpinolene,,,,,,,,,,,,,,
Elephant Ears,https://www.leafly.com/strains/elephant-ears,Hybrid,,5.0,(10),THC —,CBD —,Giggly,,,,,,,,,,,,,,,
Valentine X,https://www.leafly.com/strains/valentine-x,Hybrid,aka St. Valentine,4.5,(22),CBD 13%,THC 1%,Creative,Myrcene,,,,,,,,,,,,,,
Citrus Berry,https://www.leafly.com/strains/citrus-berry,Hybrid,,4.3,(4),THC 21%,CBG 1%,,Limonene,,,,,,,,,,,,,,
Orange Mojito,https://www.leafly.com/strains/orange-mojito,Hybrid,,5.0,(2),THC 27%,CBG 1%,Creative,Limonene,,,,,,,,,,,,,,
Loud Lemonade,https://www.leafly.com/strains/loud-lemonade,Hybrid,,4.4,(5),THC 18%,CBG 2%,Tingly,Myrcene,,,,,,,,,,,,,,
Pink Sunset,https://www.leafly.com/strains/pink-sunset,Indica,,4.7,(13),THC 17%,CBG 1%,Tingly,Myrcene,,,,,,,,,,,,,,
Bodega Bubblegum,https://www.leafly.com/strains/bodega-bubblegum,Hybrid,,4.5,(23),THC —,CBD —,Giggly,,,,,,,,,,,,,,,
Grimmdica,https://www.leafly.com/strains/grimmdica,Indica,,4.5,(22),THC 18%,CBG 1%,Sleepy,Myrcene,,,,,,,,,,,,,,
Hell Raiser OG,https://www.leafly.com/strains/hell-raiser-og,Hybrid,aka Hell Raiser OG Kush,4.6,(38),THC 16%,CBG 1%,Hungry,Terpinolene,,,,,,,,,,,,,,
Ketama,https://www.leafly.com/strains/ketama,Indica,,3.8,(9),THC —,CBD —,Aroused,,,,,,,,,,,,,,,
Dark Angel,https://www.leafly.com/strains/dark-angel,Hybrid,,4.8,(5),THC 16%,CBD 0%,Happy,Myrcene,,,,,,,,,,,,,,
WTF,https://www.leafly.com/strains/wtf,Hybrid,,4.5,(13),THC 14%,CBD 0%,Happy,Myrcene,,,,,,,,,,,,,,
Jack OG,https://www.leafly.com/strains/jack-og,Hybrid,,4.5,(2),THC 18%,CBD 0%,Giggly,Myrcene,,,,,,,,,,,,,,
Star Berry Indica,https://www.leafly.com/strains/star-berry,Indica,,4.5,(16),THC 20%,CBG 1%,Sleepy,Caryophyllene,https://www.leafly.com/search/shop?shopCategory=strain&shopName=Star%20Berry%20Indica,shop menus,,,,,,,,,,,,
Animal Candy,https://www.leafly.com/strains/animal-candy,,,4.3,(7),THC 17%,CBG 1%,Giggly,Limonene,,,,,,,,,,,,,,
Purps OG,https://www.leafly.com/strains/purps-og,Hybrid,aka OG Purps,5.0,(1),THC 14%,CBD 0%,Sleepy,Myrcene,,,,,,,,,,,,,,
Bubble Cheese,https://www.leafly.com/strains/bubble-cheese,Indica,,3.9,(20),THC —,CBD —,Hungry,,,,,,,,,,,,,,,
Mother of All Cherries,https://www.leafly.com/strains/mother-of-all-cherries,Indica,,4.7,(3),THC —,CBD —,Happy,,,,,,,,,,,,,,,
Zoom Pie,https://www.leafly.com/strains/zoom-pie,Indica,aka Zombie Pie,4.6,(10),THC —,CBD —,Hungry,,,,,,,,,,,,,,,
Lemon Stomper,https://www.leafly.com/strains/lemon-stomper,Hybrid,,5.0,(1),THC 14%,CBD 0%,Aroused,Myrcene,,,,,,,,,,,,,,
Strawberry Moon,https://www.leafly.com/strains/strawberry-moon,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Bloodwalker,https://www.leafly.com/strains/bloodwalker,Hybrid,,4.7,(16),THC —,CBD —,Uplifted,,,,,,,,,,,,,,,
Mt. Rainier,https://www.leafly.com/strains/mt-rainier,Hybrid,aka Mount Rainier,4.7,(15),THC —,CBD —,Aroused,,,,,,,,,,,,,,,
5 Alive,https://www.leafly.com/strains/5-alive,Hybrid,aka Five Alive,4.3,(3),THC —,CBD —,Hungry,,,,,,,,,,,,,,,
Cookie Jar,https://www.leafly.com/strains/cookie-jar,Hybrid,,4.8,(18),THC 20%,CBG 1%,Euphoric,Caryophyllene,,,,,,,,,,,,,,
Alchemy,https://www.leafly.com/strains/alchemy,Hybrid,,4.6,(14),THC 15%,CBG 1%,Hungry,Myrcene,,,,,,,,,,,,,,
Skunk 47,https://www.leafly.com/strains/skunk-47,Indica,aka AK Skunk,4.3,(30),THC 15%,CBD 0%,Relaxed,Myrcene,,,,,,,,,,,,,,
Jamaican Lion,https://www.leafly.com/strains/jamaican-lion,Sativa,,4.7,(27),THC —,CBD —,Uplifted,,,,,,,,,,,,,,,
Sputnik,https://www.leafly.com/strains/sputnik,Sativa,,4.5,(19),THC —,CBD —,Tingly,,,,,,,,,,,,,,,
Purple Mr. Nice Guy,https://www.leafly.com/strains/purple-mr-nice,Indica,aka Purple Mr. Nice,4.1,(155),THC 14%,CBD 0%,Sleepy,Myrcene,,,,,,,,,,,,,,
Pineapple Poison,https://www.leafly.com/strains/pineapple-poison,,,4.7,(3),THC —,CBD —,Focused,,,,,,,,,,,,,,,
Sour Face,https://www.leafly.com/strains/sour-face,Hybrid,,5.0,(1),THC 24%,CBG 1%,,Pinene,,,,,,,,,,,,,,
Brainwreck,https://www.leafly.com/strains/brainwreck,Hybrid,,4.5,(17),THC 17%,CBG 1%,Creative,Myrcene,,,,,,,,,,,,,,
Snow Diesel,https://www.leafly.com/strains/snow-diesel,Hybrid,,3.4,(9),THC 12%,CBG 1%,Hungry,Caryophyllene,,,,,,,,,,,,,,
China Yunnan,https://www.leafly.com/strains/china-yunnan,Indica,,4.4,(9),THC —,CBD —,Sleepy,,,,,,,,,,,,,,,
Double Cup,https://www.leafly.com/strains/double-cup,Hybrid,,3.3,(3),THC —,CBD —,Sleepy,,,,,,,,,,,,,,,
Candy Chem,https://www.leafly.com/strains/candy-chem,,,3.7,(3),THC 16%,CBD 0%,Aroused,Myrcene,,,,,,,,,,,,,,
Boomtown,https://www.leafly.com/strains/boomtown,Hybrid,aka Boom Town,4.0,(6),THC —,CBD —,Hungry,,,,,,,,,,,,,,,
Badazz Cheese,https://www.leafly.com/strains/badazz-cheese,Indica,,4.7,(3),THC —,CBD —,Talkative,,,,,,,,,,,,,,,
Canis Majoris,https://www.leafly.com/strains/canis-majoris,Hybrid,,,,THC 16%,CBD 0%,,Myrcene,,,,,,,,,,,,,,
Erez,https://www.leafly.com/strains/erez,Indica,,4.3,(35),THC —,CBD —,Sleepy,,,,,,,,,,,,,,,
Green Python,https://www.leafly.com/strains/green-python,Indica,,4.5,(6),THC —,CBD —,Sleepy,,,,,,,,,,,,,,,
Mandarin Jack,https://www.leafly.com/strains/mandarin-jack,Hybrid,,5.0,(2),THC —,CBD —,Aroused,,,,,,,,,,,,,,,
303 Kush,https://www.leafly.com/strains/303-og,Indica,"aka 303 OG, 303, 303 OG Kush",4.2,(81),THC 20%,CBD 0%,Sleepy,Limonene,,,,,,,,,,,,,,
Jam Session,https://www.leafly.com/strains/jam-session,,,4.8,(4),THC —,CBD —,Euphoric,,,,,,,,,,,,,,,
Red Dwarf,https://www.leafly.com/strains/red-dwarf,Indica,,4.3,(28),THC —,CBD —,Sleepy,,,,,,,,,,,,,,,
818 OG,https://www.leafly.com/strains/818-og,Indica,aka 818 OG Kush,4.7,(40),THC —,CBD —,Sleepy,,,,,,,,,,,,,,,
Tasty Waves,https://www.leafly.com/strains/tasty-waves,Hybrid,,4.4,(7),THC 23%,CBG 1%,Aroused,Myrcene,,,,,,,,,,,,,,
﻿Strawberry Blue,https://www.leafly.com/strains/strawberry-blue,Sativa,,4.1,(56),THC 14%,CBG 1%,Energetic,Pinene,,,,,,,,,,,,,,
Turbo Lemon Cake,https://www.leafly.com/strains/turbo-lemon-cake,Sativa,,5.0,(1),THC —,CBD —,,,,,,,,,,,,,,,,
Cotton Purple Chem,https://www.leafly.com/strains/cotton-purple-chem,Hybrid,"aka CPC, Purple Cotton Chem",4.4,(16),THC —,CBD —,Relaxed,,,,,,,,,,,,,,,
Royal Chemdawg,https://www.leafly.com/strains/royal-chemdawg,Hybrid,aka Royal Chemdog,4.4,(16),THC —,CBD —,Hungry,,,,,,,,,,,,,,,
Yoda's Brain,https://www.leafly.com/strains/yodas-brain,Indica,,4.9,(21),THC —,CBD —,Sleepy,,,,,,,,,,,,,,,
White Siberian,https://www.leafly.com/strains/white-siberian,Hybrid,,4.4,(44),THC 16%,CBD 0%,Aroused,Caryophyllene,,,,,,,,,,,,,,
Easy Rider,https://www.leafly.com/strains/easy-rider,Hybrid,,5.0,(3),THC 16%,CBD 0%,Aroused,Pinene,,,,,,,,,,,,,,
Beastmode 2.0,https://www.leafly.com/strains/beast-mode-20,Indica,,4.6,(18),THC —,CBD —,Relaxed,,,,,,,,,,,,,,,
Powernap,https://www.leafly.com/strains/powernap,Hybrid,,4.3,(8),THC 24%,CBG 1%,Sleepy,Limonene,,,,,,,,,,,,,,
Strawberry Headband,https://www.leafly.com/strains/strawberry-headband,Hybrid,,4.4,(5),THC —,CBD —,Creative,,,,,,,,,,,,,,,
Purple Tonic,https://www.leafly.com/strains/purple-tonic,Indica,,4.1,(15),THC —,CBD —,Happy,,,,,,,,,,,,,,,
Alcoholic Alligator,https://www.leafly.com/strains/alcoholic-alligator,Hybrid,,5.0,(4),THC 26%,CBG 1%,Focused,Myrcene,,,,,,,,,,,,,,
Chem Jack,https://www.leafly.com/strains/chem-jack,Hybrid,aka Jack Dawg,4.7,(3),THC 22%,CBD 0%,Talkative,Terpinolene,,,,,,,,,,,,,,
Shangri-La,https://www.leafly.com/strains/shangri-la,Hybrid,,4.6,(54),THC 17%,CBD 0%,Uplifted,Myrcene,,,,,,,,,,,,,,
Anesthesia,https://www.leafly.com/strains/anesthesia,Indica,,3.5,(49),THC —,CBD —,Sleepy,,,,,,,,,,,,,,,
Green Magic,https://www.leafly.com/strains/green-magic,Hybrid,,4.4,(12),THC 16%,CBD 0%,Tingly,Myrcene,,,,,,,,,,,,,,
Crockett’s Dog,https://www.leafly.com/strains/crocketts-dog,Hybrid,aka Crockett's Dawg,5.0,(4),THC 19%,CBG 1%,Aroused,Myrcene,,,,,,,,,,,,,,
Peach Flambe,https://www.leafly.com/strains/peach-flambe,Sativa,,4.7,(3),THC —,CBD —,,,,,,,,,,,,,,,,
Bubble Bomb,https://www.leafly.com/strains/bubble-bomb,Hybrid,,5.0,(6),THC 19%,CBG 1%,Aroused,Myrcene,,,,,,,,,,,,,,
Ghost of Lee Roy,https://www.leafly.com/strains/ghost-of-lee-roy,Hybrid,,4.8,(10),THC —,CBD —,Happy,,,,,,,,,,,,,,,
MC1,https://www.leafly.com/strains/mc1,Hybrid,,4.8,(6),THC —,CBD —,Hungry,,,,,,,,,,,,,,,
Royal Tree Sherbet,https://www.leafly.com/strains/royal-tree-sherbet,Hybrid,,5.0,(3),THC —,CBD —,Relaxed,,,,,,,,,,,,,,,
Ocean View,https://www.leafly.com/strains/ocean-view,Sativa,,4.2,(21),THC —,CBD —,Energetic,,,,,,,,,,,,,,,
Gelatti Cookies,https://www.leafly.com/strains/gelatti-cookies,Hybrid,,4.0,(2),THC 20%,CBG 1%,,Caryophyllene,,,,,,,,,,,,,,
Tangelo Kush,https://www.leafly.com/strains/tangelo-kush,Hybrid,,3.8,(12),THC 17%,CBG 1%,Sleepy,Terpinolene,,,,,,,,,,,,,,
Negra 44,https://www.leafly.com/strains/negra-44,Indica,,4.3,(8),THC —,CBD —,Energetic,,,,,,,,,,,,,,,
Lemon Puff,https://www.leafly.com/strains/lemon-puff,Hybrid,,5.0,(2),THC —,CBD —,Aroused,,,,,,,,,,,,,,,
Grimace,https://www.leafly.com/strains/grimace,Indica,aka Grimace OG,4.4,(65),THC —,CBD —,Hungry,,https://www.leafly.com/search/shop?shopCategory=strain&shopName=Grimace,shop menus,,,,,,,,,,,,
Middlefork,https://www.leafly.com/strains/middlefork,Hybrid,,4.6,(127),THC 19%,CBG 2%,Uplifted,Terpinolene,,,,,,,,,,,,,,
Guava Lava,https://www.leafly.com/strains/guava-lava,,,5.0,(1),THC —,CBD —,Talkative,,,,,,,,,,,,,,,
Blue Tara,https://www.leafly.com/strains/blue-tara,Hybrid,,4.5,(2),THC 21%,CBG 1%,Happy,Myrcene,,,,,,,,,,,,,,
Red Tommyz,https://www.leafly.com/strains/red-tommyz,Hybrid,,5.0,(3),THC —,CBD —,Focused,,,,,,,,,,,,,,,
Blue Nina,https://www.leafly.com/strains/blue-nina,Hybrid,,4.3,(13),THC 23%,CBG 1%,Talkative,Pinene,,,,,,,,,,,,,,
Sour LSD,https://www.leafly.com/strains/sour-lsd,Hybrid,,4.3,(32),THC 15%,CBG 1%,Energetic,Limonene,,,,,,,,,,,,,,
Lemon Apricot,https://www.leafly.com/strains/lemon-apricot,Hybrid,,5.0,(3),THC —,CBD —,Euphoric,,,,,,,,,,,,,,,
Grape Durbs,https://www.leafly.com/strains/grape-durbs,Hybrid,aka Grape Durban,4.6,(5),THC 23%,CBG 2%,Uplifted,Terpinolene,,,,,,,,,,,,,,
Kelly Hill Gold,https://www.leafly.com/strains/kelly-hill-gold,Indica,aka KHG,5.0,(7),THC —,CBD —,Talkative,,,,,,,,,,,,,,,
Black Velvet,https://www.leafly.com/strains/black-velvet,Hybrid,,4.0,(24),THC —,CBD —,Hungry,,,,,,,,,,,,,,,
Raw Diesel,https://www.leafly.com/strains/raw-diesel,Hybrid,aka Raw D,3.5,(15),THC 21%,CBG 1%,Talkative,Myrcene,,,,,,,,,,,,,,
Christmas Cookies,https://www.leafly.com/strains/christmas-cookies,Hybrid,,3.0,(1),THC 15%,CBD 0%,,Limonene,,,,,,,,,,,,,,
Space Cowboy,https://www.leafly.com/strains/space-cowboy,Hybrid,,4.7,(7),THC —,CBD —,Relaxed,,,,,,,,,,,,,,,
Alien Jack,https://www.leafly.com/strains/alien-jack,Hybrid,,5.0,(1),THC 18%,CBD 0%,Talkative,Myrcene,,,,,,,,,,,,,,
Zerculese,https://www.leafly.com/strains/zerculese,Hybrid,aka Zercules,5.0,(3),THC —,CBD —,Giggly,,,,,,,,,,,,,,,
Watermelon Zum Zum,https://www.leafly.com/strains/watermelon-zum-zum,Hybrid,,4.3,(6),THC 20%,CBG 1%,Sleepy,Limonene,,,,,,,,,,,,,,
Citradelic Cookies,https://www.leafly.com/strains/citradelic-cookies,Hybrid,,4.8,(8),THC —,CBD —,Giggly,,https://www.leafly.com/search/shop?shopCategory=strain&shopName=Citradelic%20Cookies,shop menus,,,,,,,,,,,,
Gammaberry,https://www.leafly.com/strains/gammaberry,Hybrid,,5.0,(1),THC 19%,CBG 1%,Giggly,Limonene,,,,,,,,,,,,,,
Plum Crazy,https://www.leafly.com/strains/plum-crazy,Hybrid,,4.2,(5),THC —,CBD —,Giggly,,,,,,,,,,,,,,,
Cheese Dawg,https://www.leafly.com/strains/cheese-dawg,Hybrid,,4.0,(1),THC —,CBD —,Aroused,,,,,,,,,,,,,,,
Love Boat,https://www.leafly.com/strains/love-boat,Hybrid,,4.5,(2),THC 21%,CBD 0%,Focused,Myrcene,,,,,,,,,,,,,,
Banana Treez,https://www.leafly.com/strains/banana-treez,Hybrid,,4.0,(1),THC 25%,CBD —,,,,,,,,,,,,,,,,
Prayer Tower,https://www.leafly.com/strains/prayer-tower,Hybrid,,4.8,(4),THC 18%,CBD 0%,Creative,Caryophyllene,,,,,,,,,,,,,,
Kush-N-Cheese,https://www.leafly.com/strains/kush-n-cheese,Hybrid,,4.2,(12),THC 20%,CBG 1%,Hungry,Caryophyllene,,,,,,,,,,,,,,
Swiss Bliss,https://www.leafly.com/strains/swiss-bliss,Hybrid,,3.9,(14),THC —,CBD —,Giggly,,,,,,,,,,,,,,,
